n	d	Condition	count
2	1	107317A_TLS_0h_no4sU	345
2	1	107319A_TLS_1h	805
2	1	107321A_TLS_2h	3421
2	1	107323A_TLS_4h	5671
2	1	107325A_TLS_8h	8963
2	1	107347B_TLS_0h_no4sU	369
2	1	107349B_TLS_1h	974
2	1	107351B_TLS_2h	3608
2	1	107353B_TLS_4h	8387
2	1	107355B_TLS_8h	10446
35	2	107317A_TLS_0h_no4sU	8
35	2	107319A_TLS_1h	254
35	2	107321A_TLS_2h	1216
35	2	107323A_TLS_4h	1925
35	2	107325A_TLS_8h	2753
35	2	107347B_TLS_0h_no4sU	12
35	2	107349B_TLS_1h	363
35	2	107351B_TLS_2h	1267
35	2	107353B_TLS_4h	3394
35	2	107355B_TLS_8h	3084
2	2	107317A_TLS_0h_no4sU	1
2	2	107319A_TLS_1h	4
2	2	107321A_TLS_2h	17
2	2	107323A_TLS_4h	30
2	2	107325A_TLS_8h	67
2	2	107349B_TLS_1h	3
2	2	107351B_TLS_2h	22
2	2	107353B_TLS_4h	76
2	2	107355B_TLS_8h	91
35	3	107319A_TLS_1h	38
35	3	107321A_TLS_2h	230
35	3	107323A_TLS_4h	510
35	3	107325A_TLS_8h	723
35	3	107349B_TLS_1h	75
35	3	107351B_TLS_2h	355
35	3	107353B_TLS_4h	1177
35	3	107355B_TLS_8h	1021
68	4	107323A_TLS_4h	1
35	4	107319A_TLS_1h	2
35	4	107321A_TLS_2h	38
35	4	107323A_TLS_4h	84
35	4	107325A_TLS_8h	172
35	4	107349B_TLS_1h	9
35	4	107351B_TLS_2h	102
35	4	107353B_TLS_4h	318
35	4	107355B_TLS_8h	268
35	5	107323A_TLS_4h	6
35	5	107325A_TLS_8h	9
35	5	107349B_TLS_1h	1
35	5	107351B_TLS_2h	4
35	5	107353B_TLS_4h	15
35	5	107355B_TLS_8h	19
52	0	107317A_TLS_0h_no4sU	225
52	0	107319A_TLS_1h	219
52	0	107321A_TLS_2h	134
52	0	107323A_TLS_4h	103
52	0	107325A_TLS_8h	59
52	0	107347B_TLS_0h_no4sU	217
52	0	107349B_TLS_1h	179
52	0	107351B_TLS_2h	129
52	0	107353B_TLS_4h	102
52	0	107355B_TLS_8h	50
19	0	107317A_TLS_0h_no4sU	399400
19	0	107319A_TLS_1h	353260
19	0	107321A_TLS_2h	351538
19	0	107323A_TLS_4h	255636
19	0	107325A_TLS_8h	244566
19	0	107347B_TLS_0h_no4sU	409644
19	0	107349B_TLS_1h	324828
19	0	107351B_TLS_2h	335479
19	0	107353B_TLS_4h	306642
19	0	107355B_TLS_8h	190694
52	1	107317A_TLS_0h_no4sU	8
52	1	107319A_TLS_1h	24
52	1	107321A_TLS_2h	37
52	1	107323A_TLS_4h	52
52	1	107325A_TLS_8h	43
52	1	107347B_TLS_0h_no4sU	7
52	1	107349B_TLS_1h	18
52	1	107351B_TLS_2h	37
52	1	107353B_TLS_4h	55
52	1	107355B_TLS_8h	44
19	1	107317A_TLS_0h_no4sU	3699
19	1	107319A_TLS_1h	10606
19	1	107321A_TLS_2h	32482
19	1	107323A_TLS_4h	45674
19	1	107325A_TLS_8h	70255
19	1	107347B_TLS_0h_no4sU	4029
19	1	107349B_TLS_1h	10576
19	1	107351B_TLS_2h	30772
19	1	107353B_TLS_4h	66361
19	1	107355B_TLS_8h	61940
52	2	107319A_TLS_1h	1
52	2	107321A_TLS_2h	13
52	2	107323A_TLS_4h	20
52	2	107325A_TLS_8h	22
52	2	107349B_TLS_1h	2
52	2	107351B_TLS_2h	10
52	2	107353B_TLS_4h	22
52	2	107355B_TLS_8h	20
19	2	107317A_TLS_0h_no4sU	30
19	2	107319A_TLS_1h	637
19	2	107321A_TLS_2h	4305
19	2	107323A_TLS_4h	8094
19	2	107325A_TLS_8h	14173
19	2	107347B_TLS_0h_no4sU	24
19	2	107349B_TLS_1h	958
19	2	107351B_TLS_2h	5509
19	2	107353B_TLS_4h	15784
19	2	107355B_TLS_8h	15230
52	3	107319A_TLS_1h	1
52	3	107321A_TLS_2h	8
52	3	107323A_TLS_4h	5
52	3	107325A_TLS_8h	8
52	3	107351B_TLS_2h	3
52	3	107353B_TLS_4h	17
52	3	107355B_TLS_8h	7
19	3	107319A_TLS_1h	44
19	3	107321A_TLS_2h	466
19	3	107323A_TLS_4h	1033
19	3	107325A_TLS_8h	2132
19	3	107349B_TLS_1h	94
19	3	107351B_TLS_2h	849
19	3	107353B_TLS_4h	2794
19	3	107355B_TLS_8h	2753
52	4	107321A_TLS_2h	5
52	4	107323A_TLS_4h	3
52	4	107325A_TLS_8h	2
52	4	107351B_TLS_2h	1
52	4	107353B_TLS_4h	10
52	4	107355B_TLS_8h	2
19	4	107319A_TLS_1h	5
19	4	107321A_TLS_2h	44
19	4	107323A_TLS_4h	115
19	4	107325A_TLS_8h	219
19	4	107349B_TLS_1h	6
19	4	107351B_TLS_2h	99
19	4	107353B_TLS_4h	393
19	4	107355B_TLS_8h	306
52	5	107325A_TLS_8h	2
52	5	107353B_TLS_4h	1
19	5	107321A_TLS_2h	2
19	5	107323A_TLS_4h	2
19	5	107325A_TLS_8h	5
19	5	107351B_TLS_2h	3
19	5	107353B_TLS_4h	10
19	5	107355B_TLS_8h	8
69	0	107319A_TLS_1h	1
69	0	107349B_TLS_1h	1
69	0	107353B_TLS_4h	1
36	0	107317A_TLS_0h_no4sU	31115
36	0	107319A_TLS_1h	28526
36	0	107321A_TLS_2h	23068
36	0	107323A_TLS_4h	14476
36	0	107325A_TLS_8h	10750
36	0	107347B_TLS_0h_no4sU	29319
36	0	107349B_TLS_1h	23310
36	0	107351B_TLS_2h	19435
36	0	107353B_TLS_4h	16057
36	0	107355B_TLS_8h	8710
69	1	107353B_TLS_4h	1
3	0	107317A_TLS_0h_no4sU	473790
3	0	107319A_TLS_1h	402219
3	0	107321A_TLS_2h	478905
3	0	107323A_TLS_4h	405279
3	0	107325A_TLS_8h	409134
3	0	107347B_TLS_0h_no4sU	474899
3	0	107349B_TLS_1h	403667
3	0	107351B_TLS_2h	488783
3	0	107353B_TLS_4h	475987
3	0	107355B_TLS_8h	414816
36	1	107317A_TLS_0h_no4sU	394
36	1	107319A_TLS_1h	1754
36	1	107321A_TLS_2h	4218
36	1	107323A_TLS_4h	4945
36	1	107325A_TLS_8h	6022
36	1	107347B_TLS_0h_no4sU	402
36	1	107349B_TLS_1h	1589
36	1	107351B_TLS_2h	3279
36	1	107353B_TLS_4h	6345
36	1	107355B_TLS_8h	5529
3	1	107317A_TLS_0h_no4sU	552
3	1	107319A_TLS_1h	1436
3	1	107321A_TLS_2h	5793
3	1	107323A_TLS_4h	9936
3	1	107325A_TLS_8h	15645
3	1	107347B_TLS_0h_no4sU	560
3	1	107349B_TLS_1h	1743
3	1	107351B_TLS_2h	6454
3	1	107353B_TLS_4h	15148
3	1	107355B_TLS_8h	18421
36	2	107317A_TLS_0h_no4sU	3
36	2	107319A_TLS_1h	239
36	2	107321A_TLS_2h	1053
36	2	107323A_TLS_4h	1571
36	2	107325A_TLS_8h	2274
36	2	107347B_TLS_0h_no4sU	3
36	2	107349B_TLS_1h	306
36	2	107351B_TLS_2h	1077
36	2	107353B_TLS_4h	2632
36	2	107355B_TLS_8h	2566
36	3	107317A_TLS_0h_no4sU	2
36	3	107319A_TLS_1h	40
36	3	107321A_TLS_2h	230
36	3	107323A_TLS_4h	401
36	3	107325A_TLS_8h	619
36	3	107349B_TLS_1h	62
36	3	107351B_TLS_2h	312
36	3	107353B_TLS_4h	941
36	3	107355B_TLS_8h	948
3	2	107317A_TLS_0h_no4sU	2
3	2	107319A_TLS_1h	13
3	2	107321A_TLS_2h	58
3	2	107323A_TLS_4h	137
3	2	107325A_TLS_8h	285
3	2	107347B_TLS_0h_no4sU	2
3	2	107349B_TLS_1h	9
3	2	107351B_TLS_2h	88
3	2	107353B_TLS_4h	285
3	2	107355B_TLS_8h	356
36	4	107319A_TLS_1h	4
36	4	107321A_TLS_2h	32
36	4	107323A_TLS_4h	89
36	4	107325A_TLS_8h	164
36	4	107349B_TLS_1h	9
36	4	107351B_TLS_2h	75
36	4	107353B_TLS_4h	289
36	4	107355B_TLS_8h	268
3	3	107323A_TLS_4h	2
3	3	107325A_TLS_8h	1
3	3	107351B_TLS_2h	1
3	3	107353B_TLS_4h	2
3	3	107355B_TLS_8h	1
36	5	107319A_TLS_1h	2
36	5	107321A_TLS_2h	3
36	5	107323A_TLS_4h	7
36	5	107325A_TLS_8h	7
36	5	107349B_TLS_1h	1
36	5	107351B_TLS_2h	3
36	5	107353B_TLS_4h	23
36	5	107355B_TLS_8h	21
53	0	107317A_TLS_0h_no4sU	168
53	0	107319A_TLS_1h	135
53	0	107321A_TLS_2h	85
53	0	107323A_TLS_4h	75
53	0	107325A_TLS_8h	35
53	0	107347B_TLS_0h_no4sU	141
53	0	107349B_TLS_1h	147
53	0	107351B_TLS_2h	100
53	0	107353B_TLS_4h	64
53	0	107355B_TLS_8h	43
20	0	107317A_TLS_0h_no4sU	366796
20	0	107319A_TLS_1h	325517
20	0	107321A_TLS_2h	321242
20	0	107323A_TLS_4h	230341
20	0	107325A_TLS_8h	219057
20	0	107347B_TLS_0h_no4sU	377071
20	0	107349B_TLS_1h	295700
20	0	107351B_TLS_2h	303313
20	0	107353B_TLS_4h	275826
20	0	107355B_TLS_8h	169042
53	1	107317A_TLS_0h_no4sU	5
53	1	107319A_TLS_1h	16
53	1	107321A_TLS_2h	25
53	1	107323A_TLS_4h	35
53	1	107325A_TLS_8h	26
53	1	107347B_TLS_0h_no4sU	7
53	1	107349B_TLS_1h	14
53	1	107351B_TLS_2h	19
53	1	107353B_TLS_4h	38
53	1	107355B_TLS_8h	40
20	1	107317A_TLS_0h_no4sU	3361
20	1	107319A_TLS_1h	10258
20	1	107321A_TLS_2h	31027
20	1	107323A_TLS_4h	43455
20	1	107325A_TLS_8h	66250
20	1	107347B_TLS_0h_no4sU	3636
20	1	107349B_TLS_1h	10157
20	1	107351B_TLS_2h	29093
20	1	107353B_TLS_4h	62111
20	1	107355B_TLS_8h	57085
53	2	107317A_TLS_0h_no4sU	1
53	2	107319A_TLS_1h	5
53	2	107321A_TLS_2h	11
53	2	107323A_TLS_4h	9
53	2	107325A_TLS_8h	11
53	2	107349B_TLS_1h	3
53	2	107351B_TLS_2h	10
53	2	107353B_TLS_4h	24
53	2	107355B_TLS_8h	23
20	2	107317A_TLS_0h_no4sU	27
20	2	107319A_TLS_1h	623
20	2	107321A_TLS_2h	4254
20	2	107323A_TLS_4h	7963
20	2	107325A_TLS_8h	14148
20	2	107347B_TLS_0h_no4sU	28
20	2	107349B_TLS_1h	953
20	2	107351B_TLS_2h	5561
20	2	107353B_TLS_4h	15695
20	2	107355B_TLS_8h	15137
53	3	107321A_TLS_2h	2
53	3	107323A_TLS_4h	4
53	3	107325A_TLS_8h	5
53	3	107349B_TLS_1h	1
53	3	107351B_TLS_2h	6
53	3	107353B_TLS_4h	8
53	3	107355B_TLS_8h	6
20	3	107319A_TLS_1h	37
20	3	107321A_TLS_2h	529
20	3	107323A_TLS_4h	1131
20	3	107325A_TLS_8h	2255
20	3	107349B_TLS_1h	122
20	3	107351B_TLS_2h	925
20	3	107353B_TLS_4h	2986
20	3	107355B_TLS_8h	2839
53	4	107319A_TLS_1h	1
53	4	107321A_TLS_2h	1
53	4	107325A_TLS_8h	1
53	4	107351B_TLS_2h	1
53	4	107353B_TLS_4h	4
53	4	107355B_TLS_8h	2
20	4	107319A_TLS_1h	3
20	4	107321A_TLS_2h	53
20	4	107323A_TLS_4h	137
20	4	107325A_TLS_8h	289
20	4	107349B_TLS_1h	8
20	4	107351B_TLS_2h	103
20	4	107353B_TLS_4h	416
20	4	107355B_TLS_8h	389
53	5	107321A_TLS_2h	1
20	5	107321A_TLS_2h	1
20	5	107323A_TLS_4h	5
20	5	107325A_TLS_8h	7
20	5	107351B_TLS_2h	3
20	5	107353B_TLS_4h	7
20	5	107355B_TLS_8h	4
70	0	107347B_TLS_0h_no4sU	1
37	0	107317A_TLS_0h_no4sU	24814
37	0	107319A_TLS_1h	22751
37	0	107321A_TLS_2h	18194
37	0	107323A_TLS_4h	11416
37	0	107325A_TLS_8h	8350
37	0	107347B_TLS_0h_no4sU	23479
37	0	107349B_TLS_1h	18513
37	0	107351B_TLS_2h	15327
37	0	107353B_TLS_4h	12516
37	0	107355B_TLS_8h	6906
4	0	107317A_TLS_0h_no4sU	494649
4	0	107319A_TLS_1h	420567
4	0	107321A_TLS_2h	495742
4	0	107323A_TLS_4h	416211
4	0	107325A_TLS_8h	418177
4	0	107347B_TLS_0h_no4sU	497397
4	0	107349B_TLS_1h	420210
4	0	107351B_TLS_2h	506605
4	0	107353B_TLS_4h	490964
4	0	107355B_TLS_8h	417912
37	1	107317A_TLS_0h_no4sU	307
37	1	107319A_TLS_1h	1441
37	1	107321A_TLS_2h	3229
37	1	107323A_TLS_4h	3920
37	1	107325A_TLS_8h	4847
37	1	107347B_TLS_0h_no4sU	313
37	1	107349B_TLS_1h	1233
37	1	107351B_TLS_2h	2459
37	1	107353B_TLS_4h	4918
37	1	107355B_TLS_8h	4321
4	1	107317A_TLS_0h_no4sU	952
4	1	107319A_TLS_1h	2167
4	1	107321A_TLS_2h	8782
4	1	107323A_TLS_4h	14675
4	1	107325A_TLS_8h	23116
4	1	107347B_TLS_0h_no4sU	884
4	1	107349B_TLS_1h	2549
4	1	107351B_TLS_2h	9503
4	1	107353B_TLS_4h	22101
4	1	107355B_TLS_8h	26449
37	2	107317A_TLS_0h_no4sU	10
37	2	107319A_TLS_1h	189
37	2	107321A_TLS_2h	786
37	2	107323A_TLS_4h	1312
37	2	107325A_TLS_8h	1832
37	2	107347B_TLS_0h_no4sU	3
37	2	107349B_TLS_1h	264
37	2	107351B_TLS_2h	892
37	2	107353B_TLS_4h	2262
37	2	107355B_TLS_8h	2023
4	2	107319A_TLS_1h	13
4	2	107321A_TLS_2h	179
4	2	107323A_TLS_4h	377
4	2	107325A_TLS_8h	660
4	2	107347B_TLS_0h_no4sU	4
4	2	107349B_TLS_1h	30
4	2	107351B_TLS_2h	246
4	2	107353B_TLS_4h	753
4	2	107355B_TLS_8h	861
37	3	107317A_TLS_0h_no4sU	1
37	3	107319A_TLS_1h	27
37	3	107321A_TLS_2h	170
37	3	107323A_TLS_4h	332
37	3	107325A_TLS_8h	570
37	3	107349B_TLS_1h	48
37	3	107351B_TLS_2h	266
37	3	107353B_TLS_4h	748
37	3	107355B_TLS_8h	719
70	4	107323A_TLS_4h	1
37	4	107319A_TLS_1h	5
37	4	107321A_TLS_2h	30
37	4	107323A_TLS_4h	70
37	4	107325A_TLS_8h	131
37	4	107349B_TLS_1h	17
37	4	107351B_TLS_2h	62
37	4	107353B_TLS_4h	226
37	4	107355B_TLS_8h	207
4	3	107321A_TLS_2h	3
4	3	107323A_TLS_4h	2
4	3	107325A_TLS_8h	5
4	3	107351B_TLS_2h	2
4	3	107353B_TLS_4h	8
4	3	107355B_TLS_8h	10
37	5	107321A_TLS_2h	3
37	5	107323A_TLS_4h	4
37	5	107325A_TLS_8h	7
37	5	107349B_TLS_1h	1
37	5	107351B_TLS_2h	2
37	5	107353B_TLS_4h	21
37	5	107355B_TLS_8h	9
54	0	107317A_TLS_0h_no4sU	99
54	0	107319A_TLS_1h	106
54	0	107321A_TLS_2h	88
54	0	107323A_TLS_4h	54
54	0	107325A_TLS_8h	34
54	0	107347B_TLS_0h_no4sU	101
54	0	107349B_TLS_1h	108
54	0	107351B_TLS_2h	68
54	0	107353B_TLS_4h	61
54	0	107355B_TLS_8h	28
21	0	107317A_TLS_0h_no4sU	332080
21	0	107319A_TLS_1h	294978
21	0	107321A_TLS_2h	288112
21	0	107323A_TLS_4h	204822
21	0	107325A_TLS_8h	193383
21	0	107347B_TLS_0h_no4sU	340199
21	0	107349B_TLS_1h	268216
21	0	107351B_TLS_2h	270702
21	0	107353B_TLS_4h	244834
21	0	107355B_TLS_8h	147951
54	1	107317A_TLS_0h_no4sU	2
54	1	107319A_TLS_1h	9
54	1	107321A_TLS_2h	10
54	1	107323A_TLS_4h	22
54	1	107325A_TLS_8h	24
54	1	107347B_TLS_0h_no4sU	3
54	1	107349B_TLS_1h	17
54	1	107351B_TLS_2h	20
54	1	107353B_TLS_4h	27
54	1	107355B_TLS_8h	21
21	1	107317A_TLS_0h_no4sU	3285
21	1	107319A_TLS_1h	9758
21	1	107321A_TLS_2h	29326
21	1	107323A_TLS_4h	40390
21	1	107325A_TLS_8h	61740
21	1	107347B_TLS_0h_no4sU	3435
21	1	107349B_TLS_1h	9678
21	1	107351B_TLS_2h	27248
21	1	107353B_TLS_4h	57988
21	1	107355B_TLS_8h	53315
54	2	107319A_TLS_1h	1
54	2	107321A_TLS_2h	10
54	2	107323A_TLS_4h	17
54	2	107325A_TLS_8h	17
54	2	107349B_TLS_1h	4
54	2	107351B_TLS_2h	5
54	2	107353B_TLS_4h	9
54	2	107355B_TLS_8h	19
21	2	107317A_TLS_0h_no4sU	14
21	2	107319A_TLS_1h	689
21	2	107321A_TLS_2h	4290
21	2	107323A_TLS_4h	7867
21	2	107325A_TLS_8h	14039
21	2	107347B_TLS_0h_no4sU	28
21	2	107349B_TLS_1h	1071
21	2	107351B_TLS_2h	5545
21	2	107353B_TLS_4h	15189
21	2	107355B_TLS_8h	14258
54	3	107323A_TLS_4h	9
54	3	107325A_TLS_8h	11
54	3	107351B_TLS_2h	2
54	3	107353B_TLS_4h	10
54	3	107355B_TLS_8h	8
21	3	107319A_TLS_1h	64
21	3	107321A_TLS_2h	573
21	3	107323A_TLS_4h	1211
21	3	107325A_TLS_8h	2388
21	3	107347B_TLS_0h_no4sU	1
21	3	107349B_TLS_1h	136
21	3	107351B_TLS_2h	935
21	3	107353B_TLS_4h	3142
21	3	107355B_TLS_8h	2996
54	4	107321A_TLS_2h	1
54	4	107349B_TLS_1h	2
54	4	107355B_TLS_8h	3
21	4	107319A_TLS_1h	2
21	4	107321A_TLS_2h	51
21	4	107323A_TLS_4h	130
21	4	107325A_TLS_8h	297
21	4	107349B_TLS_1h	10
21	4	107351B_TLS_2h	135
21	4	107353B_TLS_4h	459
21	4	107355B_TLS_8h	429
54	5	107353B_TLS_4h	1
21	5	107323A_TLS_4h	4
21	5	107325A_TLS_8h	6
21	5	107351B_TLS_2h	1
21	5	107353B_TLS_4h	13
21	5	107355B_TLS_8h	12
71	0	107351B_TLS_2h	1
38	0	107317A_TLS_0h_no4sU	19483
38	0	107319A_TLS_1h	18044
38	0	107321A_TLS_2h	14236
38	0	107323A_TLS_4h	9021
38	0	107325A_TLS_8h	6313
38	0	107347B_TLS_0h_no4sU	18081
38	0	107349B_TLS_1h	14697
38	0	107351B_TLS_2h	12034
38	0	107353B_TLS_4h	9699
38	0	107355B_TLS_8h	5118
71	1	107319A_TLS_1h	1
5	0	107317A_TLS_0h_no4sU	516097
5	0	107319A_TLS_1h	440070
5	0	107321A_TLS_2h	511923
5	0	107323A_TLS_4h	427527
5	0	107325A_TLS_8h	427754
5	0	107347B_TLS_0h_no4sU	521049
5	0	107349B_TLS_1h	437778
5	0	107351B_TLS_2h	521491
5	0	107353B_TLS_4h	505127
5	0	107355B_TLS_8h	422267
38	1	107317A_TLS_0h_no4sU	269
38	1	107319A_TLS_1h	1149
38	1	107321A_TLS_2h	2522
38	1	107323A_TLS_4h	3104
38	1	107325A_TLS_8h	3572
38	1	107347B_TLS_0h_no4sU	263
38	1	107349B_TLS_1h	995
38	1	107351B_TLS_2h	2047
38	1	107353B_TLS_4h	3807
38	1	107355B_TLS_8h	3394
5	1	107317A_TLS_0h_no4sU	1249
5	1	107319A_TLS_1h	3102
5	1	107321A_TLS_2h	12011
5	1	107323A_TLS_4h	19526
5	1	107325A_TLS_8h	31035
5	1	107347B_TLS_0h_no4sU	1337
5	1	107349B_TLS_1h	3426
5	1	107351B_TLS_2h	12734
5	1	107353B_TLS_4h	29341
5	1	107355B_TLS_8h	35042
38	2	107317A_TLS_0h_no4sU	5
38	2	107319A_TLS_1h	167
38	2	107321A_TLS_2h	696
38	2	107323A_TLS_4h	1085
38	2	107325A_TLS_8h	1495
38	2	107347B_TLS_0h_no4sU	7
38	2	107349B_TLS_1h	216
38	2	107351B_TLS_2h	712
38	2	107353B_TLS_4h	1777
38	2	107355B_TLS_8h	1680
38	3	107317A_TLS_0h_no4sU	1
38	3	107319A_TLS_1h	15
38	3	107321A_TLS_2h	148
38	3	107323A_TLS_4h	292
38	3	107325A_TLS_8h	422
38	3	107349B_TLS_1h	51
38	3	107351B_TLS_2h	214
38	3	107353B_TLS_4h	640
38	3	107355B_TLS_8h	609
5	2	107317A_TLS_0h_no4sU	1
5	2	107319A_TLS_1h	30
5	2	107321A_TLS_2h	303
5	2	107323A_TLS_4h	628
5	2	107325A_TLS_8h	1211
5	2	107347B_TLS_0h_no4sU	2
5	2	107349B_TLS_1h	62
5	2	107351B_TLS_2h	478
5	2	107353B_TLS_4h	1311
5	2	107355B_TLS_8h	1549
38	4	107319A_TLS_1h	2
38	4	107321A_TLS_2h	27
38	4	107323A_TLS_4h	59
38	4	107325A_TLS_8h	97
38	4	107349B_TLS_1h	6
38	4	107351B_TLS_2h	51
38	4	107353B_TLS_4h	187
38	4	107355B_TLS_8h	165
5	3	107321A_TLS_2h	7
5	3	107323A_TLS_4h	10
5	3	107325A_TLS_8h	28
5	3	107349B_TLS_1h	1
5	3	107351B_TLS_2h	6
5	3	107353B_TLS_4h	20
5	3	107355B_TLS_8h	42
38	5	107321A_TLS_2h	2
38	5	107323A_TLS_4h	4
38	5	107325A_TLS_8h	4
38	5	107351B_TLS_2h	4
38	5	107353B_TLS_4h	11
38	5	107355B_TLS_8h	9
55	0	107317A_TLS_0h_no4sU	107
55	0	107319A_TLS_1h	87
55	0	107321A_TLS_2h	71
55	0	107323A_TLS_4h	49
55	0	107325A_TLS_8h	24
55	0	107347B_TLS_0h_no4sU	80
55	0	107349B_TLS_1h	88
55	0	107351B_TLS_2h	61
55	0	107353B_TLS_4h	41
55	0	107355B_TLS_8h	23
22	0	107317A_TLS_0h_no4sU	295938
22	0	107319A_TLS_1h	264500
22	0	107321A_TLS_2h	255648
22	0	107323A_TLS_4h	178655
22	0	107325A_TLS_8h	168137
22	0	107347B_TLS_0h_no4sU	302976
22	0	107349B_TLS_1h	237884
22	0	107351B_TLS_2h	239044
22	0	107353B_TLS_4h	213000
22	0	107355B_TLS_8h	126938
55	1	107317A_TLS_0h_no4sU	2
55	1	107319A_TLS_1h	6
55	1	107321A_TLS_2h	9
55	1	107323A_TLS_4h	14
55	1	107325A_TLS_8h	18
55	1	107349B_TLS_1h	5
55	1	107351B_TLS_2h	10
55	1	107353B_TLS_4h	31
55	1	107355B_TLS_8h	15
22	1	107317A_TLS_0h_no4sU	2974
22	1	107319A_TLS_1h	9503
22	1	107321A_TLS_2h	27747
22	1	107323A_TLS_4h	37399
22	1	107325A_TLS_8h	56587
22	1	107347B_TLS_0h_no4sU	3313
22	1	107349B_TLS_1h	9429
22	1	107351B_TLS_2h	25290
22	1	107353B_TLS_4h	53155
22	1	107355B_TLS_8h	48074
55	2	107319A_TLS_1h	1
55	2	107321A_TLS_2h	4
55	2	107323A_TLS_4h	11
55	2	107325A_TLS_8h	10
55	2	107349B_TLS_1h	4
55	2	107351B_TLS_2h	5
55	2	107353B_TLS_4h	18
55	2	107355B_TLS_8h	17
22	2	107317A_TLS_0h_no4sU	12
22	2	107319A_TLS_1h	700
22	2	107321A_TLS_2h	4220
22	2	107323A_TLS_4h	7664
22	2	107325A_TLS_8h	13133
22	2	107347B_TLS_0h_no4sU	28
22	2	107349B_TLS_1h	1069
22	2	107351B_TLS_2h	5464
22	2	107353B_TLS_4h	14927
22	2	107355B_TLS_8h	13594
55	3	107319A_TLS_1h	1
55	3	107321A_TLS_2h	1
55	3	107323A_TLS_4h	1
55	3	107325A_TLS_8h	3
55	3	107349B_TLS_1h	1
55	3	107351B_TLS_2h	3
55	3	107353B_TLS_4h	7
55	3	107355B_TLS_8h	7
22	3	107319A_TLS_1h	45
22	3	107321A_TLS_2h	579
22	3	107323A_TLS_4h	1257
22	3	107325A_TLS_8h	2368
22	3	107347B_TLS_0h_no4sU	1
22	3	107349B_TLS_1h	142
22	3	107351B_TLS_2h	996
22	3	107353B_TLS_4h	3172
22	3	107355B_TLS_8h	2883
55	4	107319A_TLS_1h	1
55	4	107323A_TLS_4h	1
55	4	107351B_TLS_2h	1
55	4	107353B_TLS_4h	3
55	4	107355B_TLS_8h	4
22	4	107319A_TLS_1h	9
22	4	107321A_TLS_2h	64
22	4	107323A_TLS_4h	175
22	4	107325A_TLS_8h	355
22	4	107349B_TLS_1h	18
22	4	107351B_TLS_2h	134
22	4	107353B_TLS_4h	519
22	4	107355B_TLS_8h	460
22	5	107321A_TLS_2h	2
22	5	107323A_TLS_4h	4
22	5	107325A_TLS_8h	9
22	5	107351B_TLS_2h	5
22	5	107353B_TLS_4h	13
22	5	107355B_TLS_8h	20
39	0	107317A_TLS_0h_no4sU	15163
39	0	107319A_TLS_1h	14195
39	0	107321A_TLS_2h	10841
39	0	107323A_TLS_4h	7000
39	0	107325A_TLS_8h	4746
39	0	107347B_TLS_0h_no4sU	13955
39	0	107349B_TLS_1h	11252
39	0	107351B_TLS_2h	9236
39	0	107353B_TLS_4h	7515
39	0	107355B_TLS_8h	4033
6	0	107317A_TLS_0h_no4sU	532562
6	0	107319A_TLS_1h	455941
6	0	107321A_TLS_2h	525845
6	0	107323A_TLS_4h	435361
6	0	107325A_TLS_8h	433019
6	0	107347B_TLS_0h_no4sU	538836
6	0	107349B_TLS_1h	451434
6	0	107351B_TLS_2h	534231
6	0	107353B_TLS_4h	514974
6	0	107355B_TLS_8h	421010
39	1	107317A_TLS_0h_no4sU	216
39	1	107319A_TLS_1h	893
39	1	107321A_TLS_2h	2000
39	1	107323A_TLS_4h	2550
39	1	107325A_TLS_8h	2720
